ID	type	lng                 	lat                 	pack_total_weight	pack_total_volume	first_receive_tm	last_receive_tm
412	2	116.283193 	39.914513 	0.0681	0.172	13:30	15:30
413	2	116.357190 	39.905337 	0.63968	1.2843	09:30	12:00
414	2	116.589252 	40.077234 	0.14996	0.2332	11:30	13:00
415	2	116.371407 	40.036318 	0.16444	0.2704	13:00	15:30
416	2	116.274664 	39.962031 	0.05912	0.1088	10:00	11:00
417	2	116.439980 	39.931291 	0.39832	0.6243	13:00	14:00
418	2	116.372097 	39.736921 	0.22868	0.3277	11:00	13:30
419	2	116.523972 	40.030174 	0.24745	1.8008	09:30	12:00
420	2	116.283986 	39.731031 	0.048	0.0792	09:30	11:00
421	2	116.179890 	40.083464 	0.173841	0.3197	11:00	12:00
422	2	116.130097 	39.962469 	0.19588	0.4018	09:30	10:30
423	2	116.480968 	39.799028 	0.01957	0.0268	11:00	13:30
424	2	116.176535 	40.073921 	1.14672	1.9047	10:00	11:00
425	2	116.337530 	39.724733 	0.1691	0.2946	11:00	12:00
426	2	116.613660 	40.016850 	1.02551	1.5584	09:30	12:00
427	2	116.320522 	40.084135 	0.167806	0.3168	11:30	13:30
428	2	116.464055 	39.758444 	0.18507	0.4684	09:30	12:00
429	2	116.463287 	39.976656 	0.151403	0.2689	09:30	11:00
430	2	116.411622 	39.904003 	0.17732	0.3441	09:30	12:00
431	2	116.299732 	40.138874 	0.0973	0.4035	13:30	15:00
432	2	116.221412 	39.734750 	0.271326	0.7891	11:30	13:00
433	2	116.278149 	39.975441 	0.244913	0.4047	13:00	15:30
434	2	116.354626 	39.877589 	0.247967	0.4008	13:30	15:30
435	2	116.325208 	39.785365 	0.16859	0.286	11:30	13:30
436	2	116.371109 	39.840981 	0.072	0.6043	13:00	15:30
437	2	116.409970 	39.834377 	0.246	2.0252	11:00	13:00
438	2	116.379536 	39.890775 	0.1026	0.8663	13:00	14:30
439	2	116.268759 	40.087220 	0.0822	0.6728	13:30	15:00
440	2	116.460836 	39.761369 	0.17578	0.2948	11:30	13:30
441	2	116.661358 	39.881919 	0.186209	0.3568	10:00	11:00
442	2	116.520254 	39.753417 	0.01968	0.0194	11:00	12:00
443	2	116.336241 	40.068432 	0.174864	0.5003	11:30	13:30
444	2	116.299193 	40.147447 	0.15803	0.287	09:30	11:00
445	2	116.194622 	39.796990 	0.2025	2.6265	11:00	12:00
446	2	116.675736 	39.900462 	0.3688	0.577	09:00	12:00
447	2	116.629525 	39.974041 	0.22071	0.3751	11:30	13:30
448	2	116.141820 	39.770383 	0.22148	0.3468	09:00	12:00
449	2	116.233383 	39.903624 	0.235425	0.3893	09:00	10:00
450	2	116.371493 	40.010147 	0.174095	0.2023	11:00	12:00
451	2	116.204733 	39.902148 	0.152258	0.2995	13:30	14:30
452	2	116.227186 	40.029366 	0.15493	0.313	09:30	12:00
453	2	116.692431 	39.976355 	0.18408	0.3315	09:00	11:00
454	2	116.612052 	39.834813 	0.2036	0.3671	11:30	13:30
455	2	116.539103 	39.970798 	0.261575	0.5859	13:00	14:00
456	2	116.538829 	39.958466 	0.180245	0.3471	09:00	10:00
457	2	116.290128 	39.841434 	0.138	1.0794	13:00	14:00
458	2	116.271847 	39.844576 	0.17466	0.3058	09:00	11:00
459	2	116.597416 	39.829360 	0.15849	0.2766	11:30	13:00
460	2	116.213824 	39.896549 	0.01068	0.0122	09:00	11:00
461	2	116.333302 	39.978628 	0.1074	0.4501	13:00	15:00
462	2	116.607891 	39.841755 	0.11576	0.4685	09:00	11:00
463	2	116.615539 	39.798271 	0.427	0.6553	09:30	12:00
464	2	116.373288 	40.037334 	0.174964	0.2683	09:30	12:00
465	2	116.378925 	39.944335 	0.74092	0.8807	11:30	13:30
466	2	116.424504 	39.977628 	0.2936	3.8229	09:30	12:00
467	2	116.357967 	39.954182 	0.185	0.3252	09:30	12:00
468	2	116.479118 	39.853600 	0.175875	0.5354	11:00	13:30
469	2	116.205820 	40.106927 	0.157195	0.3262	13:00	14:00
470	2	116.447048 	39.866848 	0.159406	0.2642	11:30	13:30
471	2	116.250407 	39.769430 	0.22959	0.397	13:00	15:30
472	2	116.579979 	39.957192 	0.238699	0.582	13:00	15:00
473	2	116.606798 	39.893962 	0.298224	0.4553	09:00	12:00
474	2	116.167449 	40.149389 	0.153685	0.2652	09:30	10:30
475	2	116.547692 	39.871472 	0.145995	0.2013	13:00	15:30
476	2	116.487022 	39.834761 	0.158275	0.2426	13:30	14:30
477	2	116.452714 	39.869057 	0.1074	0.4501	13:00	15:00
478	2	116.569959 	39.876404 	0.599	0.9073	09:30	11:00
479	2	116.356073 	39.889634 	0.2544	0.237	13:30	14:30
480	2	116.320788 	39.856668 	0.5088	0.474	13:30	15:30
481	2	116.359727 	39.889633 	1.0176	0.948	13:30	14:30
482	2	116.330078 	40.014090 	0.01008	0.0407	10:00	11:00
483	2	116.277587 	40.028851 	0.02625	0.0541	09:30	10:30
484	2	116.459865 	39.978054 	0.03922	0.0609	11:00	12:00
485	2	116.322999 	39.840845 	0.0579	0.0908	11:00	13:00
486	2	116.186721 	39.939695 	0.414	3.2382	11:30	13:00
487	2	116.227553 	40.069462 	0.5136	0.5362	09:00	10:00
488	2	116.247201 	39.872790 	0.03	0.0618	10:00	12:00
489	2	116.458324 	39.761507 	0.1892	0.3807	11:00	12:00
490	2	116.278523 	39.767984 	0.0384	0.0468	13:00	15:30
491	2	116.255865 	39.981405 	0.0696	0.6805	13:30	15:30
492	2	116.368530 	39.900794 	0.1744	1.4556	09:30	12:00
493	2	116.388390 	39.942544 	0.0105	0.893	11:00	13:00
494	2	116.294640 	39.725807 	0.0824	0.7312	13:00	15:00
495	2	116.667762 	39.892619 	0.01327	0.0815	11:30	13:30
496	2	116.315555 	39.877354 	0.2256	0.3534	13:00	14:00
497	2	116.560624 	40.008625 	0.20049	0.3726	09:00	10:00
498	2	116.551919 	40.135374 	0.186368	0.3281	10:00	12:00
499	2	116.123279 	39.701882 	0.04024	0.0658	13:30	15:00
500	2	116.213298 	40.100561 	0.0503	0.0822	09:00	11:00
501	2	116.517170 	39.848767 	0.21385	0.3243	09:30	10:30
502	2	116.405465 	39.980627 	0.08292	0.1101	09:30	10:30
503	2	116.554061 	40.131388 	0.04218	0.3401	13:00	15:30
504	2	116.526781 	39.748573 	0.04623	0.19	13:30	15:30
505	2	116.577922 	40.116047 	0.12599	0.2188	13:30	14:30
506	2	116.422241 	40.052979 	0.01134	0.069	13:30	15:00
507	2	116.269290 	39.982575 	0.011658	0.0233	09:30	11:00
508	2	116.414758 	39.848028 	0.012	0.0778	13:30	15:00
509	2	116.353619 	39.894466 	0.0831	0.1781	13:30	15:00
510	2	116.529162 	39.873235 	0.010275	0.1469	13:00	14:30
511	2	116.364745 	39.725877 	0.01923	0.0528	10:00	11:00
512	2	116.703834 	39.888276 	0.22615	0.3522	13:00	15:00
513	2	116.617010 	39.956093 	0.340275	0.568	13:00	14:30
514	2	116.607253 	40.112692 	0.223551	0.5138	09:30	10:30
515	2	116.253313 	39.721351 	0.01044	0.0943	13:00	14:30
516	2	116.690661 	39.973210 	0.17451	0.3934	13:30	15:30
517	2	116.183873 	39.923956 	0.208889	0.3838	10:00	12:00
518	2	116.562681 	39.987530 	0.20203	0.3668	09:00	10:00
519	2	116.201906 	40.024808 	0.15078	0.3806	11:30	13:00
520	2	116.557700 	39.779933 	0.17149	0.3503	13:30	15:00
521	2	116.239777 	40.082543 	0.0256	0.0476	13:30	14:00
522	2	116.140802 	39.701892 	0.1879	0.2903	09:30	12:00
523	2	116.208912 	39.842471 	0.18443	0.5565	11:30	13:00
524	2	116.557360 	39.939368 	0.1708	0.2606	11:00	13:00
525	2	116.498574 	39.837010 	0.188865	0.286	13:00	15:30
526	2	116.166628 	39.723612 	0.140295	0.2748	13:00	14:00
527	2	116.217302 	40.119962 	0.17715	0.3008	13:00	14:00
528	2	116.363812 	40.087261 	0.01536	0.0285	10:00	12:00
529	2	116.597617 	39.927117 	0.162823	0.2854	09:30	10:30
530	2	116.196777 	39.796230 	0.125475	0.4302	13:30	14:30
531	2	116.455808 	39.871338 	0.406132	0.7118	10:00	12:00
532	2	116.467672 	39.794837 	0.250241	0.5637	11:00	13:30
533	2	116.300291 	40.089851 	0.455088	0.7071	09:30	12:00
534	2	116.240387 	39.850046 	0.28866	0.4392	09:00	10:00
535	2	116.541845 	39.835484 	0.163	0.2861	13:30	15:30
536	2	116.237131 	39.835040 	0.192575	0.3859	13:30	15:00
537	2	116.149950 	40.052391 	0.219294	0.3446	11:00	13:30
538	2	116.685060 	39.892467 	0.1879	0.2903	09:00	12:00
539	2	116.599356 	39.818900 	0.11566	0.1991	09:00	12:00
540	2	116.144593 	40.074694 	0.16532	0.3102	10:00	11:00
541	2	116.515182 	39.902972 	0.28505	0.5185	10:00	11:00
542	2	116.414936 	39.838932 	0.025175	0.0426	09:30	10:30
543	2	116.442370 	39.834063 	0.172425	0.2499	09:30	12:00
544	2	116.474870 	39.817423 	0.150538	0.2755	11:30	13:30
545	2	116.632171 	39.990541 	0.211634	0.4313	13:00	15:30
546	2	116.683977 	39.990087 	0.0128	0.0194	13:30	14:00
547	2	116.192076 	40.026323 	0.180455	0.318	13:30	15:00
548	2	116.562793 	40.135137 	0.219095	0.3608	11:30	13:00
549	2	116.174213 	39.936015 	0.155294	0.3518	11:00	12:00
550	2	116.534073 	39.916820 	0.29165	0.4525	13:30	14:00
551	2	116.216170 	40.090630 	0.1116	0.1501	13:30	15:00
552	2	116.178328 	39.927660 	0.0517	0.1002	13:00	14:00
553	2	116.574040 	39.788611 	0.04536	0.0693	09:00	11:00
554	2	116.280186 	39.694926 	0.01416	0.0151	09:30	12:00
555	2	116.217125 	39.736201 	0.041784	0.0895	10:00	12:00
556	2	116.108608 	39.769057 	0.095	0.1545	13:30	14:30
557	2	116.338809 	39.716028 	0.08786	0.7108	13:30	14:00
558	2	116.470008 	40.046010 	0.015	0.1883	13:00	14:30
559	2	116.215001 	39.708383 	0.09765	0.1495	09:30	11:00
560	2	116.372899 	40.099176 	0.03154	0.1059	13:00	14:00
561	2	116.547600 	39.819057 	0.10061	0.1437	13:30	14:00
562	2	116.382439 	39.850103 	0.045228	0.0831	09:00	11:00
563	2	116.480563 	39.911019 	0.12605	0.1969	11:30	13:30
564	2	116.631700 	39.991331 	0.0173	0.0284	09:00	10:00
565	2	116.548133 	39.889307 	0.06062	0.0909	09:00	10:00
566	2	116.155020 	39.840975 	0.77438	1.24	11:00	12:00
567	2	116.368843 	40.090091 	0.03376	0.0572	10:00	12:00
568	2	116.447697 	39.922190 	0.037	0.244	13:30	14:00
569	2	116.119401 	39.832570 	0.04	0.271	13:00	14:00
570	2	116.534075 	39.873402 	0.528	3.8841	11:30	13:30
571	2	116.323488 	39.902381 	0.0252	0.0654	11:30	13:00
572	2	116.220966 	40.118894 	0.0126	0.028	13:00	14:30
573	2	116.271841 	39.907550 	0.015	0.0717	10:00	12:00
574	2	116.531509 	40.018803 	0.011	0.2	09:30	11:00
575	2	116.238707 	40.065440 	0.029	0.2	09:00	11:00
576	2	116.554519 	39.984700 	0.22914	2.2843	13:30	14:30
577	2	116.527675 	39.805858 	0.0345	0.1875	09:30	11:00
578	2	116.673396 	40.003406 	0.039	0.4018	09:30	12:00
579	2	116.417365 	40.142650 	0.0264	0.5867	13:00	15:30
580	2	116.677890 	39.875923 	0.03242	0.3178	09:30	12:00
581	2	116.363613 	39.882472 	0.08032	0.1682	13:00	14:30
582	2	116.460740 	40.024667 	0.0695	0.4242	09:30	12:00
583	2	116.154115 	40.063670 	0.0298	0.1351	11:00	12:00
584	2	116.178226 	40.069580 	0.07233	0.5148	13:30	14:30
585	2	116.216041 	40.012261 	0.01275	0.0707	13:00	15:30
586	2	116.336571 	39.710420 	0.10615	1.4726	11:30	13:30
587	2	116.424398 	39.993515 	0.06177	0.5102	13:30	15:00
588	2	116.417702 	40.026877 	0.05246	0.064	13:30	14:30
589	2	116.331820 	40.167551 	0.0498	0.5142	11:00	13:30
590	2	116.637160 	39.850719 	0.0396	0.0639	13:30	15:00
591	2	116.530901 	39.757891 	0.3545	2.9843	13:30	14:30
592	2	116.231391 	40.042297 	0.15039	0.2501	10:00	11:00
593	2	116.548937 	39.857130 	0.03824	0.0727	09:00	12:00
594	2	116.218796 	40.062871 	0.2565	0.8893	13:00	15:00
595	2	116.421540 	39.987932 	0.0307	0.0509	13:00	15:30
596	2	116.353533 	39.932022 	0.7628	1.1438	09:30	10:30
597	2	116.191056 	39.936736 	0.017	0.1447	09:30	11:00
598	2	116.107043 	39.767910 	0.10978	0.167	09:30	12:00
599	2	116.185694 	39.997631 	0.032525	0.0489	13:00	14:00
600	2	116.398370 	39.774217 	0.5116	0.7941	13:00	15:30
601	2	116.280676 	39.721303 	0.0226	0.1332	11:30	13:30
602	2	116.521140 	39.853884 	0.066276	0.9147	11:00	12:00
603	2	116.625449 	39.922939 	0.0142	0.0995	09:30	10:30
604	2	116.648854 	39.986070 	0.03463	0.0817	13:30	14:30
605	2	116.567126 	39.842862 	0.048706	0.0817	09:00	10:00
606	2	116.410587 	39.828141 	0.02022	0.1782	09:00	10:00
607	2	116.616901 	40.045458 	0.02184	0.4118	13:30	15:30
608	2	116.618974 	39.952437 	1.29042	12.864	11:00	13:00
609	2	116.600180 	39.909411 	0.07633	0.45	09:30	12:00
610	2	116.522665 	39.994824 	0.056288	0.3383	09:30	10:30
611	2	116.514880 	39.951374 	0.931592	1.4919	11:30	13:00
612	2	116.589657 	39.807273 	0.0264	0.0502	13:30	14:00
613	2	116.237758 	39.858794 	0.53755	0.8366	09:30	12:00
614	2	116.110296 	40.005506 	0.04374	0.0652	11:30	13:00
615	2	116.524709 	40.101264 	0.152835	0.23	09:00	12:00
616	2	116.547886 	39.779557 	0.44925	0.6805	11:00	13:00
617	2	116.530172 	40.137807 	0.2253	0.5682	13:00	15:30
618	2	116.160706 	39.874217 	1.69446	4.7239	11:00	13:30
619	2	116.515177 	40.096172 	0.13518	0.3409	13:00	15:30
620	2	116.157850 	40.046680 	0.375255	0.6037	13:30	15:30
621	2	116.545489 	40.047997 	0.64689	1.0154	11:30	13:00
622	2	116.271314 	39.883651 	0.3504	0.493	09:00	12:00
623	2	116.206991 	39.962989 	0.02328	0.0345	09:30	12:00
624	2	116.248088 	39.693569 	0.1854	0.2587	13:00	15:00
625	2	116.320362 	39.976258 	0.072	0.6306	09:00	10:00
626	2	116.234138 	39.901958 	1.155125	1.8828	13:00	15:30
627	2	116.658803 	40.036407 	0.5888	0.8695	09:00	12:00
628	2	116.453524 	39.968758 	0.10808	0.1785	11:00	13:30
629	2	116.262626 	40.041660 	0.573546	0.8964	13:00	15:30
630	2	116.339841 	39.887723 	0.174964	0.2683	13:30	15:30
631	2	116.329853 	40.071240 	0.0134	0.0697	09:00	11:00
632	2	116.354617 	40.048024 	0.12	0.25	13:00	15:00
633	2	116.376671 	40.141155 	0.136	0.282	11:30	13:30
634	2	116.194301 	39.834449 	0.168	0.33	09:30	10:30
635	2	116.366228 	40.039758 	0.0783	0.6541	09:00	12:00
636	2	116.402464 	40.057738 	0.111	0.9942	09:00	12:00
637	2	116.246513 	40.082533 	0.3726	1.0996	09:00	12:00
638	2	116.167479 	39.787126 	0.58374	1.7227	13:30	15:00
639	2	116.326487 	40.048801 	0.3726	1.0996	13:30	14:30
640	2	116.327770 	39.720528 	0.3726	1.0996	09:00	10:00
641	2	116.475804 	39.847765 	0.2484	0.733	13:00	14:00
642	2	116.557899 	40.068641 	0.2484	0.733	10:00	12:00
643	2	116.166094 	39.866423 	1.91268	5.6444	09:30	11:00
644	2	116.636281 	39.964075 	0.1801	0.2778	09:30	11:00
645	2	116.558630 	39.755170 	1.3506	3.6595	09:30	10:30
646	2	116.454583 	39.919341 	0.76792	2.0873	09:00	10:00
647	2	116.508998 	39.955924 	0.0182	0.082	11:30	13:00
648	2	116.343479 	39.829586 	0.05424	0.2722	11:30	13:00
649	2	116.247023 	39.988247 	0.01152	0.0692	09:30	12:00
650	2	116.405040 	39.741622 	0.04656	0.2839	13:30	14:30
651	2	116.485102 	40.129100 	0.01746	0.0607	11:00	13:00
652	2	116.560910 	39.750603 	0.81072	2.9798	13:30	15:00
653	2	116.165644 	39.766958 	1.07538	6.2689	09:00	12:00
654	2	116.572416 	39.796499 	0.0621	0.1833	13:30	15:00
655	2	116.222021 	39.784712 	0.99822	2.3408	10:00	12:00
656	2	116.338698 	39.888312 	0.02359	0.0691	13:00	14:00
657	2	116.625386 	40.033758 	2.0467	3.249	09:30	10:30
658	2	116.129766 	40.049521 	0.0128	0.0199	09:30	12:00
659	2	116.620563 	40.049122 	0.184994	0.342	11:00	13:30
660	2	116.478334 	40.011218 	0.0216	0.0356	09:30	11:00
661	2	116.681040 	39.974810 	0.7575	5.5125	13:30	14:00
662	2	116.515665 	40.024256 	0.15999	0.3031	13:30	14:30
663	2	116.307731 	39.724235 	0.30377	0.8616	11:00	12:00
664	2	116.368120 	39.839160 	0.184	1.4392	11:00	13:30
665	2	116.293070 	39.712981 	0.01545	0.0905	10:00	11:00
666	2	116.662260 	39.889223 	0.096	1.3886	10:00	11:00
667	2	116.273052 	40.005707 	0.44577	1.0145	13:00	14:30
668	2	116.327285 	39.720821 	0.0173	0.0903	13:30	15:30
669	2	116.541900 	40.048627 	0.078623	0.5777	13:00	15:30
670	2	116.500003 	40.076557 	0.04484	0.0715	09:30	10:30
671	2	116.299402 	40.030263 	0.01469	0.0357	11:30	13:00
672	2	116.338317 	39.911869 	0.01109	0.0154	13:00	14:00
673	2	116.321520 	39.826328 	0.03296	0.0582	09:30	11:00
674	2	116.181889 	39.909099 	0.06038	0.0956	10:00	12:00
675	2	116.434195 	39.945952 	0.017	0.0216	13:30	15:30
676	2	116.677640 	39.943913 	0.06075	0.0576	11:30	13:30
677	2	116.472730 	39.898326 	0.10896	0.1984	13:00	14:00
678	2	116.416149 	39.828681 	0.02485	0.047	13:30	14:30
679	2	116.588154 	39.975445 	0.02	0.0242	13:30	15:00
680	2	116.390695 	39.871011 	0.04028	0.0682	11:30	13:00
681	2	116.142704 	39.769577 	0.186	0.2803	11:00	12:00
682	2	116.486317 	39.851140 	0.0468	0.0763	10:00	11:00
683	2	116.348496 	39.922986 	0.15438	0.2728	11:30	13:00
684	2	116.126570 	39.848214 	0.0108	0.0178	09:00	10:00
685	2	116.358939 	39.891154 	1.05	1.3259	11:30	13:30
686	2	116.295332 	39.778896 	1.05	1.3259	11:00	13:00
687	2	116.110811 	39.965487 	0.244505	0.5589	11:00	12:00
688	2	116.137802 	40.035138 	0.03346	0.3	09:00	10:00
689	2	116.500231 	39.829239 	0.07342	0.75	11:30	13:00
690	2	116.529861 	40.128418 	0.02128	0.25	09:30	10:30
691	2	116.345433 	40.139582 	0.01017	0.12	09:00	12:00
692	2	116.668790 	39.907877 	0.0105	0.08	13:30	15:30
693	2	116.599124 	39.848898 	0.133	1.1263	11:00	13:00
694	2	116.405882 	39.893260 	0.02052	0.35	13:30	14:30
695	2	116.618282 	40.017135 	0.26133	0.4221	09:30	10:30
696	2	116.185038 	40.023317 	0.0309	0.2742	11:30	13:00
697	2	116.444833 	39.951910 	0.08401	0.95	09:30	10:30
698	2	116.459553 	40.080726 	0.03107	0.2	09:30	10:30
699	2	116.473438 	39.931149 	0.02719	0.12	09:00	11:00
700	2	116.465551 	39.853541 	0.02794	0.2	11:30	13:00
701	2	116.280902 	39.762360 	0.12046	1.25	11:30	13:30
702	2	116.269210 	40.121877 	0.05938	0.7	13:00	14:30
703	2	116.627421 	40.046324 	0.06719	0.75	10:00	11:00
704	2	116.352097 	40.033593 	0.03468	0.55	13:30	14:30
705	2	116.635668 	40.005382 	0.11099	1.25	13:00	14:00
706	2	116.458797 	40.024260 	0.1929	2.15	13:30	15:00
707	2	116.403566 	39.851367 	0.10441	0.2447	11:00	12:00
708	2	116.168292 	40.155939 	0.04424	0.0913	13:30	15:00
709	2	116.331141 	39.737580 	0.06325	0.1978	13:00	14:00
710	2	116.477085 	39.768772 	0.26837	0.6872	11:30	13:00
711	2	116.350099 	40.072437 	0.5309	1.3299	13:00	14:00
712	2	116.219493 	39.760335 	0.20544	0.6121	10:00	11:00
713	2	116.403117 	40.135461 	0.1157	1.3294	13:30	14:30
714	2	116.588175 	39.882560 	0.2362	0.4884	13:00	14:00
715	2	116.390599 	39.761370 	0.03669	0.0807	10:00	11:00
716	2	116.517573 	39.841606 	0.06674	0.2256	11:00	13:30
717	2	116.479699 	39.781905 	0.309375	0.515	11:00	13:30
718	2	116.536824 	40.002928 	2.3056	3.5095	13:30	14:00
719	2	116.290487 	39.884561 	0.0552	0.1224	09:30	10:30
720	2	116.409359 	39.972407 	0.01805	0.0829	09:30	10:30
721	2	116.397712 	39.805085 	0.11864	0.7978	11:30	13:00
722	2	116.365291 	39.990579 	0.06985	0.5042	09:00	10:00
723	2	116.308188 	39.979731 	0.025238	0.179	11:00	13:00
724	2	116.506821 	39.987947 	0.017725	0.0404	13:00	15:00
725	2	116.206840 	39.886909 	1.38132	1.9981	11:00	12:00
726	2	116.428849 	40.021850 	0.65474	1.0643	11:00	13:30
727	2	116.341817 	39.922963 	0.8	1.3903	13:00	15:00
728	2	116.560955 	40.127605 	0.57924	0.9328	09:00	12:00
729	2	116.197796 	40.053907 	0.34192	0.5765	10:00	11:00
730	2	116.339442 	39.917288 	1.66496	2.5993	09:00	12:00
731	2	116.153279 	40.063008 	0.33024	0.5303	13:30	14:00
732	2	116.419230 	39.770051 	0.16668	0.3071	13:00	15:30
733	2	116.402995 	40.047521 	1.46378	2.4378	09:30	11:00
734	2	116.325907 	39.846778 	0.0941	0.1806	13:00	15:30
735	2	116.460209 	39.978637 	0.13634	0.31	11:00	12:00
736	2	116.253872 	40.106435 	0.19614	0.3567	09:30	12:00
737	2	116.365613 	40.051829 	0.17552	0.3604	13:30	14:30
738	2	116.608191 	39.909614 	0.17906	0.2975	09:30	10:30
739	2	116.330646 	40.126773 	0.52452	0.9317	13:00	14:30
740	2	116.542924 	40.108665 	1.34712	2.0785	13:30	14:00
741	2	116.398137 	39.774878 	0.91556	1.5102	09:30	12:00
742	2	116.489134 	39.859654 	0.14528	0.2432	13:30	15:00
743	2	116.329441 	39.966451 	0.1623	0.2472	09:30	10:30
744	2	116.315079 	39.938374 	0.26926	0.5063	09:00	10:00
745	2	116.201216 	39.887628 	2.3512	3.4563	11:30	13:00
746	2	116.477232 	39.995976 	0.20932	0.3345	09:30	10:30
747	2	116.186780 	39.915883 	0.04654	0.1034	09:30	10:30
748	2	116.371102 	39.869732 	0.28196	0.4299	13:30	14:00
749	2	116.512681 	39.807632 	0.5064	0.8067	11:30	13:00
750	2	116.651557 	40.043290 	0.275	0.5668	13:00	14:30
751	2	116.308302 	39.822849 	0.36238	0.6173	09:00	11:00
752	2	116.362291 	39.839774 	0.65716	1.0552	11:00	13:00
753	2	116.599634 	40.011500 	0.04078	0.0948	13:00	14:30
754	2	116.564445 	39.845750 	0.32808	0.5683	09:30	12:00
755	2	116.393815 	39.928305 	0.5904	1.1023	09:00	12:00
756	2	116.308926 	39.763173 	0.2453	0.5935	09:30	10:30
757	2	116.349355 	39.725527 	0.102	0.1776	13:30	14:00
758	2	116.421347 	39.993679 	0.5955	0.8994	13:00	14:30
759	2	116.500434 	39.872422 	0.39362	0.6877	11:00	13:00
760	2	116.458841 	40.132700 	0.03566	0.068	11:00	13:00
761	2	116.444844 	39.988266 	0.8858	1.511	13:00	15:00
762	2	116.188894 	40.098187 	0.1655	0.2864	11:00	13:30
763	2	116.529017 	39.853557 	0.09914	0.1922	09:00	10:00
764	2	116.372294 	39.913154 	0.41754	0.6117	09:30	10:30
765	2	116.158283 	39.833183 	0.23862	0.5916	13:30	14:00
766	2	116.239924 	40.095600 	0.5959	1.0429	09:00	12:00
767	2	116.554629 	39.762987 	0.179	0.3064	09:30	11:00
768	2	116.287655 	40.055676 	0.19982	0.3931	09:30	12:00
769	2	116.319315 	40.109421 	0.47418	0.7852	09:30	12:00
770	2	116.124133 	39.706493 	0.05484	0.1161	09:00	10:00
771	2	116.371879 	39.896692 	0.52742	0.8809	09:30	12:00
772	2	116.125839 	39.787958 	0.03446	0.0646	13:00	15:30
773	2	116.385695 	40.013105 	1.5295	2.6761	09:30	10:30
774	2	116.274818 	40.131589 	0.40932	0.7395	13:00	14:30
775	2	116.195270 	40.070620 	0.59008	1.0637	10:00	11:00
776	2	116.332097 	39.731543 	0.5758	1.1349	13:30	15:30
777	2	116.338668 	39.711568 	1.52242	2.6614	09:30	11:00
778	2	116.393795 	39.949852 	0.41276	0.7084	11:00	13:30
779	2	116.419593 	39.939738 	0.51524	0.9137	13:30	15:00
780	2	116.211209 	40.108159 	0.31512	0.5118	10:00	11:00
781	2	116.332802 	39.742828 	0.13306	0.2449	09:00	12:00
782	2	116.373711 	39.922413 	0.2706	0.5067	09:00	10:00
783	2	116.448639 	39.854008 	0.03446	0.0702	11:30	13:30
784	2	116.501772 	39.923283 	0.14296	0.2728	13:30	15:30
785	2	116.549782 	39.956449 	0.97332	1.6431	13:00	15:00
786	2	116.207971 	39.881104 	1.59766	2.7288	13:00	15:00
787	2	116.312062 	40.149753 	0.0373	0.0944	13:00	14:30
788	2	116.161447 	39.716482 	0.4633	0.6692	09:00	10:00
789	2	116.625885 	40.088227 	0.08056	0.1355	13:30	15:30
790	2	116.592457 	39.820582 	1.9828	4.4404	13:00	15:00
791	2	116.472618 	39.895942 	0.0396	0.0869	13:00	14:00
792	2	116.238051 	39.862919 	0.50508	1.1159	09:00	11:00
793	2	116.588151 	39.803449 	0.3579	0.573	13:30	14:00
794	2	116.276851 	39.785820 	0.10426	0.1817	09:30	11:00
795	2	116.387268 	40.150167 	0.63934	1.0772	13:30	14:30
796	2	116.621555 	39.952790 	0.18886	0.3675	09:00	11:00
797	2	116.447548 	39.967599 	0.03836	0.0717	09:30	10:30
798	2	116.476536 	39.833458 	0.03372	0.0781	11:00	13:00
799	2	116.562897 	39.863101 	0.41316	0.6286	13:30	15:30
800	2	116.400039 	39.938957 	0.12246	0.2356	11:00	13:00
801	2	116.567740 	39.826707 	0.38048	0.5378	10:00	12:00
802	2	116.530501 	39.807126 	1.1938	2.0248	09:00	12:00
803	2	116.702357 	39.944017 	0.93782	1.4653	13:00	14:00
804	2	116.242983 	40.075880 	1.92586	3.363	09:00	11:00
805	2	116.424777 	39.976214 	0.22896	0.3853	09:30	11:00
806	2	116.428117 	39.878809 	0.46594	0.7133	11:00	12:00
807	2	116.582970 	39.922249 	0.28046	0.562	13:00	15:30
808	2	116.693543 	39.862887 	0.27654	0.5587	11:30	13:30
809	2	116.420054 	39.887585 	0.12098	0.2295	09:00	11:00
810	2	116.526532 	39.899001 	0.03352	0.0736	13:30	14:30
811	2	116.157133 	39.776942 	0.30676	0.5347	13:30	14:00
812	2	116.266522 	39.716202 	0.0222	0.0393	13:30	15:00
813	2	116.599078 	39.856431 	1.04662	1.6756	09:00	11:00
814	2	116.427559 	39.898946 	0.04118	0.0754	11:00	12:00
815	2	116.417585 	39.862072 	0.25662	0.4427	13:00	15:00
816	2	116.581786 	39.918361 	0.38032	1.2421	09:00	11:00
817	2	116.337541 	39.808534 	0.30634	0.7147	10:00	11:00
818	2	116.271105 	39.873630 	0.819	1.5873	13:30	14:00
819	2	116.345259 	39.912021 	0.25692	0.5111	09:30	11:00
820	2	116.457250 	39.750179 	0.59448	0.9504	10:00	11:00
821	2	116.220447 	40.025713 	0.31802	0.5587	09:30	10:30
822	2	116.251159 	40.090535 	2.18692	3.5475	13:30	15:30
823	2	116.568546 	40.131230 	0.58716	0.9305	11:00	13:00
824	2	116.316811 	39.909832 	0.48864	0.8241	13:30	15:30
